Dataset,Missingness Ratio,Mechanism,Iteration,Impute,ROC-AUC Score,precision,recall,sensitivity,specificity,ppv,npv,f1
pima_indians_diabetes,0.1,MCAR,2,local,1,1,1,1,1,0.896134869,0.916584196,0.844239863
pima_indians_diabetes,0.1,MCAR,3,local,0.999816345,0.982142857,1,0.773969317,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.1,MCAR,4,local,0.915421337,1,0.790913397,1,1,1,1,1
pima_indians_diabetes,0.1,MCAR,5,local,0.999081726,0.964912281,0.776245252,1,0.97979798,0.964912281,0.911221772,0.982142857
pima_indians_diabetes,0.1,MCAR,6,local,0.999173554,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.1,MCAR,7,local,0.999265381,1,0.963636364,0.963636364,0.983045869,1,0.98019802,0.981481481
pima_indians_diabetes,0.1,MCAR,8,local,1,0.898650668,1,0.798576824,1,0.931923687,1,0.841590537
pima_indians_diabetes,0.1,MCAR,9,local,0.99302112,0.963636364,0.963636364,0.963636364,0.97979798,0.963636364,0.97979798,0.963636364
pima_indians_diabetes,0.1,MCAR,10,local,0.998989899,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.1,MAR,1,local,0.998530762,0.964285714,0.981818182,0.981818182,0.97979798,0.964285714,0.989795918,0.972972973
pima_indians_diabetes,0.1,MAR,2,local,0.999449036,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.1,MAR,3,local,0.999265381,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.1,MAR,4,local,0.999449036,0.982142857,1,1,0.98989899,0.982142857,0.911211844,0.990990991
pima_indians_diabetes,0.1,MAR,5,local,0.892006625,0.910158366,0.78108468,1,1,1,0.943675894,1
pima_indians_diabetes,0.1,MAR,6,local,1,0.910519568,1,0.800021715,1,1,1,1
pima_indians_diabetes,0.1,MAR,7,local,0.998898072,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.1,MAR,8,local,0.999816345,0.982142857,0.762452532,0.775499943,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.1,MAR,9,local,0.999816345,0.982142857,0.761163315,0.786220524,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.1,MAR,10,local,0.999724518,0.982142857,1,1,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.1,MNAR,1,local,0.999908173,0.982142857,1,0.77335975,0.98989899,0.982142857,0.945933209,0.990990991
pima_indians_diabetes,0.1,MNAR,2,local,0.877258245,1,0.783155748,1,0.964153942,0.903102572,1,1
pima_indians_diabetes,0.1,MNAR,3,local,0.920623138,1,1,1,1,1,1,1
pima_indians_diabetes,0.1,MNAR,4,local,0.997245179,0.964285714,0.981818182,0.981818182,0.97979798,0.964285714,0.989795918,0.972972973
pima_indians_diabetes,0.1,MNAR,5,local,0.99862259,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.1,MNAR,6,local,0.999908173,0.931314362,0.981818182,0.981818182,1,0.903294098,0.99,0.990825688
pima_indians_diabetes,0.1,MNAR,7,local,0.999908173,0.90861483,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.1,MNAR,8,local,0.998714417,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.1,MNAR,9,local,0.999632691,0.982142857,1,0.766806257,0.98989899,0.982142857,0.924208622,0.990990991
pima_indians_diabetes,0.1,MNAR,10,local,0.999816345,0.910880797,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.2,MCAR,1,local,0.999816345,0.982142857,0.783564804,0.805946758,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.2,MCAR,2,local,0.999449036,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MCAR,3,local,1,0.929343493,1,0.79437025,1,1,1,0.846835744
pima_indians_diabetes,0.2,MCAR,4,local,0.999265381,1,0.963636364,0.963636364,1,1,0.98019802,0.981481481
pima_indians_diabetes,0.2,MCAR,5,local,0.999081726,1,0.963636364,0.963636364,0.962653589,1,0.98019802,0.981481481
pima_indians_diabetes,0.2,MCAR,6,local,0.998163453,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.2,MCAR,7,local,0.997520661,0.964912281,1,1,0.97979798,0.964912281,1,0.982142857
pima_indians_diabetes,0.2,MCAR,8,local,0.999540863,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MCAR,9,local,0.999540863,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.2,MCAR,10,local,0.999449036,0.982142857,1,0.773863069,0.98989899,0.982142857,0.92982954,0.990990991
pima_indians_diabetes,0.2,MAR,1,local,0.998806244,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.2,MAR,2,local,0.886812544,1,1,1,1,0.934898659,0.928093991,1
pima_indians_diabetes,0.2,MAR,3,local,0.999632691,0.982142857,0.759092532,1,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.2,MAR,4,local,0.998714417,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MAR,5,local,0.999632691,0.982142857,1,1,0.98989899,0.982142857,0.898123156,0.990990991
pima_indians_diabetes,0.2,MAR,6,local,1,1,1,1,1,0.933714271,0.941380349,1
pima_indians_diabetes,0.2,MAR,7,local,0.999816345,0.982142857,0.758792529,1,0.98989899,0.982142857,0.91721099,0.990990991
pima_indians_diabetes,0.2,MAR,8,local,0.907657618,0.923140848,0.769037952,0.761084071,1,0.917241889,1,1
pima_indians_diabetes,0.2,MAR,9,local,0.998989899,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MAR,10,local,0.999540863,0.982142857,1,0.801724312,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.2,MNAR,1,local,0.995224977,0.962962963,0.945454545,0.945454545,0.97979798,0.962962963,0.97,0.95412844
pima_indians_diabetes,0.2,MNAR,2,local,0.999173554,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.2,MNAR,3,local,0.999540863,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MNAR,4,local,0.999449036,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.2,MNAR,5,local,0.998347107,0.948275862,1,1,0.96969697,0.948275862,1,0.973451327
pima_indians_diabetes,0.2,MNAR,6,local,0.999908173,0.982142857,1,1,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.2,MNAR,7,local,0.998898072,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.2,MNAR,8,local,1,1,0.769282546,1,0.969030517,1,0.912673962,1
pima_indians_diabetes,0.2,MNAR,9,local,0.999816345,0.905907711,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.2,MNAR,10,local,0.999081726,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.3,MCAR,1,local,0.999816345,0.982142857,0.792534502,1,0.98989899,0.982142857,0.942659773,0.990990991
pima_indians_diabetes,0.3,MCAR,2,local,0.998989899,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.3,MCAR,3,local,0.999540863,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.3,MCAR,4,local,0.904518683,0.909065064,1,0.791140399,1,1,1,1
pima_indians_diabetes,0.3,MCAR,5,local,0.999173554,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.3,MCAR,6,local,0.999540863,1,0.981818182,0.981818182,0.991470358,0.920907363,0.99,0.990825688
pima_indians_diabetes,0.3,MCAR,7,local,0.999265381,0.964912281,1,0.790008694,0.97979798,0.964912281,1,0.982142857
pima_indians_diabetes,0.3,MCAR,8,local,1,1,1,0.773754651,1,0.917217744,1,1
pima_indians_diabetes,0.3,MCAR,9,local,1,1,1,1,1,0.918681687,1,0.825001842
pima_indians_diabetes,0.3,MCAR,10,local,1,1,0.763916571,0.7632019,0.987010531,1,1,1
pima_indians_diabetes,0.3,MAR,1,local,0.999449036,0.982142857,1,0.791271491,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.3,MAR,2,local,0.997979798,0.964912281,1,1,0.97979798,0.964912281,1,0.982142857
pima_indians_diabetes,0.3,MAR,3,local,0.999357208,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.3,MAR,4,local,0.999540863,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.3,MAR,5,local,0.997061524,1,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.3,MAR,6,local,0.998806244,0.981481481,0.963636364,0.963636364,0.98989899,0.981481481,0.98,0.972477064
pima_indians_diabetes,0.3,MAR,7,local,0.999632691,1,0.981818182,0.981818182,0.994375191,0.925632446,0.99,0.990825688
pima_indians_diabetes,0.3,MAR,8,local,0.999816345,0.982142857,1,0.758727767,0.98989899,0.982142857,1,0.990990991
pima_indians_diabetes,0.3,MAR,9,local,0.997061524,1,0.981818182,0.981818182,0.973607888,1,0.99,0.990825688
pima_indians_diabetes,0.3,MAR,10,local,0.999632691,1,0.981818182,0.981818182,0.972459356,1,0.99,0.990825688
pima_indians_diabetes,0.3,MNAR,1,local,0.999449036,1,0.963636364,0.963636364,1,0.903211781,0.98019802,0.981481481
pima_indians_diabetes,0.3,MNAR,2,local,0.999540863,0.907513986,0.981818182,0.981818182,1,1,0.99,0.990825688
pima_indians_diabetes,0.3,MNAR,3,local,1,0.982142857,1,1,0.98989899,0.982142857,0.909082611,0.990990991
pima_indians_diabetes,0.3,MNAR,4,local,0.999816345,0.903443089,0.963636364,0.963636364,1,0.910580435,0.98019802,0.981481481
pima_indians_diabetes,0.3,MNAR,5,local,0.999265381,0.981818182,0.981818182,0.981818182,0.98989899,0.981818182,0.98989899,0.981818182
pima_indians_diabetes,0.3,MNAR,6,local,0.884542769,1,1,0.759799653,0.972791733,1,1,0.835746339
pima_indians_diabetes,0.3,MNAR,7,local,0.910290539,0.931043732,0.803598036,1,1,0.896357601,1,0.839778851
pima_indians_diabetes,0.3,MNAR,8,local,0.998714417,0.964285714,0.981818182,0.981818182,0.97979798,0.964285714,0.989795918,0.972972973
pima_indians_diabetes,0.3,MNAR,9,local,0.997887971,0.982142857,1,0.801310342,0.98989899,0.982142857,0.899944295,0.990990991
pima_indians_diabetes,0.3,MNAR,10,local,1,0.891539955,1,0.788075477,0.976356319,1,0.918182544,0.840617883
breast_cancer,0.1,MCAR,1,default-branch,0.979679004,1,0.985915493,0.985915493,1,1,0.977272727,0.992907801
breast_cancer,0.1,MCAR,2,default-branch,0.979358009,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MCAR,3,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MCAR,4,default-branch,0.979679004,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MCAR,5,default-branch,0.98,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MCAR,6,default-branch,0.98,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MCAR,7,default-branch,0.979037013,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.1,MCAR,8,default-branch,0.978716017,1,0.985915493,0.985915493,1,1,0.977272727,0.992907801
breast_cancer,0.1,MCAR,9,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MCAR,10,default-branch,0.978876515,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MAR,1,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MAR,2,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MAR,3,default-branch,0.979037013,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.1,MAR,4,default-branch,0.978395021,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.1,MAR,5,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MAR,6,default-branch,0.978074026,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MAR,7,default-branch,0.978074026,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MAR,8,default-branch,0.979037013,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.1,MAR,9,default-branch,0.978074026,0.971830986,0.971830986,0.971830986,0.953488372,0.971830986,0.953488372,0.971830986
breast_cancer,0.1,MAR,10,default-branch,0.978074026,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.1,MNAR,1,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MNAR,2,default-branch,0.979679004,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MNAR,3,default-branch,0.98,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MNAR,4,default-branch,0.977111038,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MNAR,5,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MNAR,6,default-branch,0.979679004,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MNAR,7,default-branch,0.979037013,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MNAR,8,default-branch,0.98,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.1,MNAR,9,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.1,MNAR,10,default-branch,0.979037013,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MCAR,1,default-branch,0.98,1,0.971830986,0.971830986,1,1,0.955555556,0.985714286
breast_cancer,0.2,MCAR,2,default-branch,0.979358009,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MCAR,3,default-branch,0.978716017,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.2,MCAR,4,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.2,MCAR,5,default-branch,0.977913528,0.95890411,0.985915493,0.985915493,0.930232558,0.95890411,0.975609756,0.972222222
breast_cancer,0.2,MCAR,6,default-branch,0.979358009,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.2,MCAR,7,default-branch,0.978395021,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.2,MCAR,8,default-branch,0.979358009,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.2,MCAR,9,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MCAR,10,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MAR,1,default-branch,0.979037013,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.2,MAR,2,default-branch,0.978074026,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MAR,3,default-branch,0.979679004,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MAR,4,default-branch,0.979679004,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.2,MAR,5,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MAR,6,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MAR,7,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MAR,8,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.2,MAR,9,default-branch,0.978716017,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MAR,10,default-branch,0.979679004,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.2,MNAR,1,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.2,MNAR,2,default-branch,0.978716017,0.971830986,0.971830986,0.971830986,0.953488372,0.971830986,0.953488372,0.971830986
breast_cancer,0.2,MNAR,3,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.2,MNAR,4,default-branch,0.97775303,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.2,MNAR,5,default-branch,0.979358009,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.2,MNAR,6,default-branch,0.978395021,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.2,MNAR,7,default-branch,0.978716017,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MNAR,8,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.2,MNAR,9,default-branch,0.979679004,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.2,MNAR,10,default-branch,0.978716017,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.3,MCAR,1,default-branch,0.978716017,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.3,MCAR,2,default-branch,0.978395021,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.3,MCAR,3,default-branch,0.979518506,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.3,MCAR,4,default-branch,0.979679004,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MCAR,5,default-branch,0.979679004,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.3,MCAR,6,default-branch,0.978395021,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.3,MCAR,7,default-branch,0.979358009,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MCAR,8,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MCAR,9,default-branch,0.977432034,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MCAR,10,default-branch,0.97775303,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.3,MAR,1,default-branch,0.979518506,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,2,default-branch,0.978074026,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MAR,3,default-branch,0.98,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,4,default-branch,0.978716017,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.3,MAR,5,default-branch,0.977913528,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MAR,6,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.3,MAR,7,default-branch,0.978234523,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,8,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.3,MAR,9,default-branch,0.978395021,0.972222222,0.985915493,0.985915493,0.953488372,0.972222222,0.976190476,0.979020979
breast_cancer,0.3,MAR,10,default-branch,0.978234523,0.95890411,0.985915493,0.985915493,0.930232558,0.95890411,0.975609756,0.972222222
breast_cancer,0.3,MNAR,1,default-branch,0.97775303,0.985915493,0.985915493,0.985915493,0.976744186,0.985915493,0.976744186,0.985915493
breast_cancer,0.3,MNAR,2,default-branch,0.979679004,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MNAR,3,default-branch,0.964271209,0.959459459,1,1,0.930232558,0.959459459,1,0.979310345
breast_cancer,0.3,MNAR,4,default-branch,0.978074026,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MNAR,5,default-branch,0.98,1,1,1,1,1,1,1
breast_cancer,0.3,MNAR,6,default-branch,0.978395021,0.95890411,0.985915493,0.985915493,0.930232558,0.95890411,0.975609756,0.972222222
breast_cancer,0.3,MNAR,7,default-branch,0.98,1,0.985915493,0.985915493,1,1,0.977272727,0.992907801
breast_cancer,0.3,MNAR,8,default-branch,0.97775303,0.95890411,0.985915493,0.985915493,0.930232558,0.95890411,0.975609756,0.972222222
breast_cancer,0.3,MNAR,9,default-branch,0.98,0.97260274,1,1,0.953488372,0.97260274,1,0.986111111
breast_cancer,0.3,MNAR,10,default-branch,0.98,1,1,1,1,1,1,1
open_ml_breast_cancer,0.1,MCAR,1,default-branch,0.828235294,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.1,MCAR,2,default-branch,0.809928264,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.1,MCAR,3,default-branch,0.775208034,0.777777778,0.411764706,0.411764706,0.951219512,0.777777778,0.795918367,0.538461538
open_ml_breast_cancer,0.1,MCAR,4,default-branch,0.778995696,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.1,MCAR,5,default-branch,0.741119082,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.1,MCAR,6,default-branch,0.83517934,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.1,MCAR,7,default-branch,0.796671449,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.1,MCAR,8,default-branch,0.830760402,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.1,MCAR,9,default-branch,0.787202296,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.1,MCAR,10,default-branch,0.769526542,0.727272727,0.470588235,0.470588235,0.926829268,0.727272727,0.808510638,0.571428571
open_ml_breast_cancer,0.1,MAR,1,default-branch,0.785939742,0.888888889,0.470588235,0.470588235,0.975609756,0.888888889,0.816326531,0.615384615
open_ml_breast_cancer,0.1,MAR,2,default-branch,0.763213773,0.769230769,0.588235294,0.588235294,0.926829268,0.769230769,0.844444444,0.666666667
open_ml_breast_cancer,0.1,MAR,3,default-branch,0.794777618,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.1,MAR,4,default-branch,0.795408895,0.727272727,0.470588235,0.470588235,0.926829268,0.727272727,0.808510638,0.571428571
open_ml_breast_cancer,0.1,MAR,5,default-branch,0.762582496,0.636363636,0.411764706,0.411764706,0.902439024,0.636363636,0.787234043,0.5
open_ml_breast_cancer,0.1,MAR,6,default-branch,0.770789096,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.1,MAR,7,default-branch,0.776470588,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.1,MAR,8,default-branch,0.768263989,0.7,0.411764706,0.411764706,0.926829268,0.7,0.791666667,0.518518519
open_ml_breast_cancer,0.1,MAR,9,default-branch,0.799827834,0.846153846,0.647058824,0.647058824,0.951219512,0.846153846,0.866666667,0.733333333
open_ml_breast_cancer,0.1,MAR,10,default-branch,0.773945481,0.692307692,0.529411765,0.529411765,0.902439024,0.692307692,0.822222222,0.6
open_ml_breast_cancer,0.1,MNAR,1,default-branch,0.803615495,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.1,MNAR,2,default-branch,0.744275466,0.75,0.352941176,0.352941176,0.951219512,0.75,0.78,0.48
open_ml_breast_cancer,0.1,MNAR,3,default-branch,0.849698709,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.1,MNAR,4,default-branch,0.805509326,0.727272727,0.470588235,0.470588235,0.926829268,0.727272727,0.808510638,0.571428571
open_ml_breast_cancer,0.1,MNAR,5,default-branch,0.808034433,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.1,MNAR,6,default-branch,0.81687231,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.1,MNAR,7,default-branch,0.794146341,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.1,MNAR,8,default-branch,0.812453372,0.933333333,0.823529412,0.823529412,0.975609756,0.933333333,0.930232558,0.875
open_ml_breast_cancer,0.1,MNAR,9,default-branch,0.76384505,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.1,MNAR,10,default-branch,0.765107604,0.7,0.411764706,0.411764706,0.926829268,0.7,0.791666667,0.518518519
open_ml_breast_cancer,0.2,MCAR,1,default-branch,0.770157819,1,0.411764706,0.411764706,1,1,0.803921569,0.583333333
open_ml_breast_cancer,0.2,MCAR,2,default-branch,0.791621234,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.2,MCAR,3,default-branch,0.811190818,0.923076923,0.705882353,0.705882353,0.975609756,0.923076923,0.888888889,0.8
open_ml_breast_cancer,0.2,MCAR,4,default-branch,0.78215208,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.2,MCAR,5,default-branch,0.809928264,0.857142857,0.705882353,0.705882353,0.951219512,0.857142857,0.886363636,0.774193548
open_ml_breast_cancer,0.2,MCAR,6,default-branch,0.755007174,0.875,0.411764706,0.411764706,0.975609756,0.875,0.8,0.56
open_ml_breast_cancer,0.2,MCAR,7,default-branch,0.785308465,0.785714286,0.647058824,0.647058824,0.926829268,0.785714286,0.863636364,0.709677419
open_ml_breast_cancer,0.2,MCAR,8,default-branch,0.821291248,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.2,MCAR,9,default-branch,0.787833572,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.2,MCAR,10,default-branch,0.785308465,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.2,MAR,1,default-branch,0.775208034,0.846153846,0.647058824,0.647058824,0.951219512,0.846153846,0.866666667,0.733333333
